id,dominio,titulo,invariante,severidad,severidad_original,probabilidad,impacto,evidencia,remediacion,esfuerzo,confianza,revision_adversarial
C-16,C-historial,"DISEÑO OBJETIVO · bitácora append-only escrita por trigger, con actor, origen, IP y antes/después en JSONB",INV-3,ALTO,,ALTA,"Sin esto, cada módulo nuevo vuelve a nacer sin auditoría y nadie lo nota hasta que hace falta.","`grep -rniE ""create (or replace )?(trigger|function)|create rule"" backend/prisma/migrations/` → 0 · docs/arquitectura/00-mapa-actual.md:122 (Triggers, funciones y vistas: 0) · docs/crm-plan.md:148 (el modelo que se especificó y no se implementó entero)","TABLA. `bitacora` append-only, sin ninguna clave foránea a entidades de negocio (es lo que hoy salva a `registros_auditoria` de las cascadas, C-10): id bigserial; ocurrido_en timestamptz default clock_timestamp(); tabla text; fila_id text; operacion text (INSERT/UPDATE/DELETE); antes jsonb; despues jsonb; campos_tocados text[] generado por la propia función; actor_id text; actor_nombre text; origen text (PANEL|ENLACE_PUBLICO|WEBHOOK|WORKER|MIGRACION|SQL_MANUAL); ip inet; user_agent text; txid bigint default txid_current(). Índices: (tabla, fila_id, ocurrido_en DESC) y (ocurrido_en). Particionada por mes desde el primer día — repartirla después con datos dentro es la migración cara que el plan advierte.  CONTEXTO. Un interceptor de NestJS emite `SET LOCAL app.actor_id/app.actor_nombre/app.origen/app.ip/app.user_agent` al abrir la transacción. La función del trigger los lee con `current_setting('app.actor_nombre', true)`; cuando vuelven NULL —que es el caso del SQL manual y de las migraciones— escribe origen SQL_MANUAL y `session_user`. Ese es el punto: INV-3 se cumple porque lo NO instrumentado también queda, etiquetado como tal.  FUNCIÓN. Una sola `fn_bitacora()` en plpgsql, AFTER INSERT OR UPDATE OR DELETE FOR EACH ROW, aplicada tabla por tabla. Redacción de PII dentro de la función, no en el llamador: una tabla de configuración `bitacora_campos_sensibles(tabla, campo)` cuyos campos se sustituyen por el centinela '[SENSIBLE]' en `antes` y `despues`, sembrada con las dos caracterizaciones de `clase-de-dato.ts:71-72` y con numeroDocumento/tipoDocumentoSepId de `NUNCA_SE_HISTORIA`. Así la política de privacidad sigue viviendo en UN sitio, como hoy, pero deja de ser también el mecanismo de captura.  INMUTABILIDAD. Trigger `BEFORE UPDATE OR DELETE ON bitacora ... RAISE EXCEPTION`, más `REVOKE UPDATE, DELETE, TRUNCATE ON bitacora FROM <rol_app>` (C-06). El rol de la aplicación deja de ser el dueño del esquema; las migraciones usan una conexión aparte.  RETENCIÓN Y ANONIMIZACIÓN. ADR previo (C-12) con el plazo que fije el contrato con el SENA. La fila NUNCA se borra: se anonimiza en sitio —actor_nombre, ip, user_agent y los valores de `antes`/`despues` a centinelas, conservando ocurrido_en, tabla, fila_id, operacion y campos_tocados— mediante una función SECURITY DEFINER que es la única excepción al candado y que deja su propia fila. Las particiones antiguas se anonimizan enteras, que es barato y es la razón de particionar.  ORDEN DE ADOPCIÓN, no destructivo (INV-8). Expand: crear tabla, función y triggers sobre las tablas de la cadena de INV-7 más `administradores` y `politicas_datos`, con `registros_auditoria` intacta y ambas escribiendo. Migrate: mover los lectores —los tres de C-14— a la tabla nueva y arreglar de paso C-03. Contract: retirar las llamadas a `registrar()` que ya cubra el trigger, dejando el servicio solo para lo que un trigger no puede saber, que es real y hay que conservar: `SITUACION_LABORAL_DECLARADA` registra algo que NO se guarda en ninguna columna (auditoria.service.ts:23-32) y por tanto ningún trigger lo verá.  VERIFICACIÓN. Una prueba que, contra base real, escriba por cada puerta —panel, enlace público, webhook, worker y psql directo— y exija una fila de bitácora en cada caso. Sin ella este diseño se degrada igual que el actual, y hoy no hay CI que la corra (hallazgo 3 de Fase 0).",XL,CONFIRMADO EN CODIGO,
D-04,D-papelera,Los 23 @@unique son totales: cuales rompen al archivar y volver a dar de alta,INV-2,ALTO,,ALTA,Archivar y volver a dar de alta falla con un error de clave duplicada sobre una fila invisible. El usuario ve «ya existe» senalando algo que no esta en pantalla. Es el fallo que convierte una papelera en una trampa.,"backend/prisma/schema.prisma:106, 122, 148, 167, 195, 249, 303, 460, 477, 501, 552, 577, 689, 791, 856, 955, 1049, 1099, 1237, 1400, 1664, 1840. Son 22 restricciones reales: el conteo de 23 de Fase 0 incluye la coincidencia de :966, que es un COMENTARIO que menciona @@unique, no una restriccion. Verificado con grep -n ""@@unique"" backend/prisma/schema.prisma.","VEREDICTO UNO POR UNO.  ROMPEN Y HAY QUE VOLVERLOS PARCIALES (WHERE ""archivadoEn"" IS NULL): - :791 LeadEntrante(origenSistema, externoId) -- el mas grave: ademas de bloquear el realta, ES la idempotencia de INV-5 (leads.service.ts:116-119). Ver D-05: no es un cambio inocente. - :955 Participante(accionFormacionId, personaId) -- archivar a alguien inscrito en una accion y volver a inscribirlo en la MISMA choca. Solo cuando accionFormacionId no es NULL (schema.prisma:875 lo declara anulable), que es el agujero que Fase 0 ya conoce. - :303 Reserva(empresaId, ofertaId) -- YA ROMPE HOY sin papelera; ver D-12. - :477 Opcion(preguntaId, valor), con archivada en :473 -- YA ROMPE HOY: archivar una opcion y crear otra con el mismo valor choca. - :460 Pregunta(formularioId, campoNucleo), con archivada en :445 -- YA ROMPE HOY: archivar la pregunta del campo nucleo CORREO y crear otra para el mismo campo choca. - :1400 Institucion(nit, razonSocial), con activo en :1390 («Se oculta sin borrarla, para no perder la traza») -- una institucion inactiva bloquea el alta de la misma. - :249 Empresa(nit) -- rompera el dia que Empresa entre en la papelera. - :106 AccionFormacion(convenioId, codigo), :148 Grupo(accionFormacionId, numero), :167 GrupoCobertura(grupoId, ubicacionId, modalidad), :195 Oferta(accionFormacionId, ubicacionId) -- romperan cuando el catalogo se archive; hoy no se archiva.  ROMPEN SOLO SI SE ARCHIVAN LOS HIJOS EN CASCADA, y por eso NO hay que archivarlos (ver D-06): - :577 AvanceActividad(participanteId, actividadId), :689 ToqueDeOrigen(participanteId, origen), :1049 CaracterizacionPersona(personaId, caracterizacionSepId).  NO ROMPEN Y NO HAY QUE TOCARLOS: - :856 Persona(tipoDocumentoSepId, numeroDocumento) -- ESTE DEBE SEGUIR TOTAL. Es la identidad unica del sistema y la razon documentada de que no exista pantalla de fusionar duplicados (20260828090000_mesa_de_entrada_de_leads/migration.sql). Hacerlo parcial permitiria dos personas con la misma cedula. Persona no se archiva: se anonimiza (D-08). - :1099 PoliticaDatos(convenioId, destinatario, version) -- la version sube; total es correcto. Su companero parcial es el modelo a copiar. - :122 Ubicacion(nombre, tipo), :501 Respuesta(reservaId, preguntaId), :552 Actividad(accionFormacionId, orden), :1237 AdminConvenio(adminId, convenioId, rol), :1664 AvisoDeCupos(coberturaId, fechaInicioGrupo), :1840 DestinatarioCampana(campanaId, correo).  De los 6 @unique en linea (:30 slug, :364 slug, :783 participanteId, :1118 esquema, :1139 correo, :1198 token), ninguno rompe para leads ni participantes; :1139 Admin.correo rompera si se archivan cuentas.  FORMA, calcada de migrations/20260814120000_politica_por_destinatario/migration.sql:19-21:   DROP INDEX ""participantes_accionFormacionId_personaId_key"";   CREATE UNIQUE INDEX ""participantes_una_viva_por_accion""     ON ""participantes""(""accionFormacionId"",""personaId"")     WHERE ""archivadoEn"" IS NULL;",M,CONFIRMADO EN CODIGO,"No la bloquea. Los dos unicos caminos vivos de alta de Institucion son `upsert` sobre `nit_razonSocial` con `update: { activo: true }`, asi que el indice unico nunca dispara: encuentra la fila apagada y la REVIVE. El fallo real es el contrario y es peor que el descrito, porque ya esta vivo hoy: cual || La colision existe, pero no sale como error de clave duplicada: los dos sitios de alta capturan P2002 y devuelven un ConflictException con texto para el asesor. El fallo real es que ese texto MIENTE: dice «Ya hay una opcion con ese valor en esta pregunta» / «Ese campo del sistema ya esta en el formu"
D-05,D-papelera,"Prisma no sabe declarar indices parciales, y el repo ya documenta que la siguiente migracion los borra sola","INV-5, INV-8, INV-10",ALTO,,ALTA,"El dia que alguien corra prisma migrate dev tras tocar cualquier tabla afectada, Prisma genera un DROP del indice parcial que no conoce y la unicidad desaparece sin que nadie se entere: dos politicas vigentes, dos fichas vivas de la misma persona en la misma accion, dos leads con el mismo externoId. Y como las migraciones corren solas en cada arranque del contenedor (arrancar.sh:29 segun Fase 0), se aplica sin que nadie lo apruebe.","backend/prisma/schema.prisma:971-973 («Lo creo su migracion y no estaba aqui: sin declararlo, la siguiente migracion lo borra sola») · unico parcial: backend/prisma/migrations/20260814120000_politica_por_destinatario/migration.sql:19-21, comprobado con grep -rn -A3 ""CREATE UNIQUE INDEX"" backend/prisma/migrations/*/migration.sql | grep -i where -> una sola coincidencia · backend/src/leads/leads.service.ts:116-119 y :243-248 usan origenSistema_externoId · backend/package.json:51,58 (prisma 6.19.3)","Tres piezas, las tres necesarias: (1) En schema.prisma, sustituir el @@unique por un @@index del mismo nombre y crear el indice parcial a mano en la migracion SQL, para que Prisma no lo borre por sorpresa. (2) Un guion dentro de pnpm db:guardia que consulte pg_indexes y falle si falta alguno de los indices parciales por nombre. Sin esto no hay forma de saber que se perdio: un indice que no esta no da error, solo deja pasar el duplicado. (3) Reescribir los dos sitios que dependen del tipo generado: leads.service.ts:116-119 pasa de findUnique({where:{origenSistema_externoId}}) a findFirst({where:{origenSistema, externoId, archivadoEn: null}}), y el upsert de :243-248 pasa a findFirst mas create DENTRO de una transaccion, con reintento sobre violacion de unicidad (P2002). Sin esto la idempotencia del webhook se rompe callando, que es peor que romperse gritando. Esto merece ADR propio: docs/adr/NNNN-borrado-logico-e-indices-parciales.md, con estas alternativas y por que se descartan las otras dos: bandera booleana sin indice parcial (permite duplicados invisibles) y unicidad garantizada solo en el servicio (es un if, y este proyecto ya sabe como acaba eso).",M,CONFIRMADO EN CODIGO,"`backend/arrancar.sh:29` ejecuta `prisma migrate deploy`, que solo APLICA ficheros de migracion ya escritos y confirmados: no genera SQL, no compara con schema.prisma y no hace correccion de deriva. El DROP que teme la auditoria solo llega a produccion si un desarrollador corre `prisma migrate dev`  || Es probable que cause exactamente la perdida que quiere evitar. `@@index` declara un indice NO unico. Con un indice UNICO PARCIAL de ese nombre en la base y un indice plano de ese nombre declarado en el esquema, la proxima `prisma migrate dev` reconcilia hacia el esquema: genera DROP y recreacion co"
D-06,D-papelera,"Archivar un participante toca el aforo, y nadie ha decidido en que direccion","INV-4, INV-2",ALTO,,ALTA,"O se bloquean inscripciones reales por sillas de fichas archivadas, o se abre un camino de sobrecupo silencioso: archivar-y-restaurar como forma de meter a alguien en un grupo lleno, sin autorizacion de sobrecupo y sin movimiento que lo cuente.","backend/src/crm/etapas.ts:30-34 y :11-13 · backend/src/crm/panel-de-cupos.ts:81, :84, :119, :209 · backend/src/crm/crm.service.ts:2265 · el lado de inscripcion no tiene garantia en base (docs/arquitectura/00-mapa-actual.md:328-333)","DECISION QUE PROPONGO, para el ADR: archivar EXCLUYE del aforo, y la transicion de archivado es una transicion del embudo, no un cambio de columna suelto. En concreto: archivar a alguien en etapa de OCUPAN_SILLA exige pasar antes por una etapa de salida (RETIRADO o PERDIDO) con su MovimientoParticipante, igual que hoy se exige para salir del cupo (crm.service.ts:2103-2108: «Deshacer es SALIR DEL CUPO, no moverse desde INSCRITO»). Y restaurar NO devuelve la etapa anterior automaticamente: devuelve la ficha en su etapa de salida, y volver a ocupar silla es una inscripcion nueva que pasa por la comprobacion de cupo que ya existe. Alternativa descartada: que archivar conserve la silla. Se descarta porque convierte la papelera en un almacen de aforo bloqueado que nadie ve, y el sistema ya sufrio eso. Alternativa descartada: que archivar libere la silla en silencio. Se descarta porque crea un camino de sobrecupo sin autorizacion, y el modelo ya tiene sobrecupoPorId y sobrecupoMotivo (schema.prisma:926-928) precisamente para que un sobrecupo conste. CONSECUENCIA A ACEPTAR: archivar deja de ser una accion barata; exige motivo y mueve el embudo. Es lo correcto: archivar a alguien inscrito ES una decision de negocio.",M,CONFIRMADO EN CODIGO,
D-07,D-papelera,"La auditoria no puede nombrar ni el lead ni el archivado, y se traga sus propios fallos",INV-3,ALTO,,ALTA,"La papelera pedida exige «auditoria de ambas acciones». Hoy la de restauracion no se puede escribir, la del lead tampoco, y la del participante puede perderse en silencio si la tabla de auditoria falla. Una papelera sin huella de quien archivo y quien restauro es peor que no tenerla: parece que hay control.","backend/src/comun/auditoria.service.ts:57-62 (ENTIDADES sin 'lead'), :10-40 (ACCIONES sin ARCHIVAR ni RESTAURAR), :116-131 (catch que solo loguea) · grep -rn ""CREATE TRIGGER|CREATE FUNCTION"" backend/prisma/migrations/ -> cero","(1) Anadir LEAD: 'lead' a ENTIDADES y 'PARTICIPANTE_ARCHIVADO', 'PARTICIPANTE_RESTAURADO', 'LEAD_ARCHIVADO', 'LEAD_RESTAURADO' a ACCIONES. Es una linea cada uno y no cuesta migracion, que es justo por lo que el catalogo vive en codigo (:7-9). (2) La huella del archivado NO puede ir fuera de la transaccion como la del borrado (crm.service.ts:1756-1774): alli tenia sentido porque el borrado ya era irreversible; aqui el archivado se puede revertir, asi que la escritura de auditoria va DENTRO de la misma transaccion y si falla, no se archiva. (3) Para INV-3 de verdad -- «incluso si se escribe por SQL directo» -- hace falta un trigger AFTER UPDATE OF ""archivadoEn"" sobre participantes y leads_entrantes que escriba en registros_auditoria. Seria el primer trigger del repo y merece su propio ADR: docs/adr/NNNN-auditoria-por-trigger.md. Alternativa descartada: confiar solo en la capa de aplicacion, porque el propio invariante dice explicitamente que no basta.",M,CONFIRMADO EN CODIGO,
D-11,D-papelera,Lo que el interesado escribe se borra desde rutas publicas sin sesion,"INV-6, INV-1",ALTO,MEDIO,ALTA,"Se pierde la secuencia de lo que la persona declaro, que es justo lo que la propia auditoria dice que tiene valor: el comentario de SITUACION_LABORAL_DECLARADA (auditoria.service.ts:22-33) explica que el valor esta en la secuencia y que con una sola entrada no se ve nada. Aqui se conserva una sola entrada. Y en caracterizaciones se borra una declaracion de dato sensible sin dejar constancia de que existio.","backend/src/leads/leads.service.ts:369-374 (propuestaDeDatos.deleteMany, camino del webhook) · backend/src/preinscripcion/preinscripcion.service.ts:957-961 (idem, ruta publica sin guard) · backend/src/preinscripcion/preinscripcion.service.ts:899-901 (caracterizacionPersona.deleteMany) · backend/prisma/schema.prisma:1035-1036 («Dato sensible (Ley 1581 art. 5)»)","No borrar: cerrar. PropuestaDeDatos ya tiene estado con EstadoPropuesta (schema.prisma:1608) y resueltoEn/resueltoPorId; basta marcar la anterior como reemplazada -- anadiendo un valor REEMPLAZADA al enum -- en vez de borrarla, y proteger «una pendiente por ficha» con un indice unico parcial ON propuestas_de_datos(""participanteId"") WHERE ""estado"" = 'PENDIENTE', que ademas convierte una regla de aplicacion en una garantia de base. Para caracterizaciones_persona, cerrar con vigenteHasta en vez de borrar, exactamente como hace politicas_datos, y dejar el @@unique([personaId, caracterizacionSepId]) (:1049) parcial sobre WHERE ""vigenteHasta"" IS NULL.",M,CONFIRMADO EN CODIGO,"Las dos mitades chocan con documentacion del propio esquema que la auditoria no leyo, y la segunda choca ademas con su propio D-08. (a) El modelo dice por que se borra: «Guarda valores y no solo nombres de campo, al reves que la auditoria: sin los valores no hay nada que aceptar. Por eso se borra al || Dos cosas. Primero, «sin sesion» solo vale para preinscripcion: leads.service.ts:371 se alcanza unicamente por el webhook, que SI lleva credencial — `LlaveDeLeadsGuard` en `POST /webhooks/leads`, o la firma HMAC de Meta en las rutas de Meta. La propia Fase 0 lo tabula asi. Segundo, y esto sube la se"
E-03,E-calendario,El calendario no gobierna la reserva: se puede reservar en un grupo cuyo cronograma ya cerró,INV-7,ALTO,,ALTA,"Una empresa aparta cupos por la web para un grupo que arrancó hace un mes, o cuya ventana de inscripción cerró, y el sistema se lo confirma. Esos cupos suman en `Oferta.cuposOcupados` y bloquean plazas reales que nadie podrá usar. La cadena de INV-7 se rompe en el paso agenda→reserva: la agenda dice que no y la reserva no la escucha. Y no hay forma de pararlo desde la aplicación, porque el cierre de oferta no tiene ruta de escritura.","backend/src/reservas/reservas.service.ts:48-49; backend/src/preinscripcion/preinscripcion.service.ts:81,202; backend/src/crm/crm.service.ts:1884","Mover la decisión a un solo sitio: que `POST /reservas` y `POST /preinscripcion/:slug` consulten `PanelDeCupos.deLaOferta` y respeten `motivo`, igual que ya hace `cambiarEtapa` —incluida la exención por `VENTANA_CERRADA` para quien vuelve al aula, que ya está resuelta ahí. En paralelo, abrir la ruta de escritura de `Oferta.abierta` (hoy no existe) para tener un cierre manual. Conviene un ADR: hoy hay dos respuestas distintas a «¿se puede entrar a esta oferta?» según por qué puerta se pregunte.",M,CONFIRMADO EN CODIGO,"Esa remediación rompe dos cosas que hoy funcionan. (1) `motivo = 'LLENO'` se calcula como `inscritosTotales >= total` (cupos.ts:99, usado en panel-de-cupos.ts:150), es decir contra PARTICIPANTES; si `POST /reservas` lo respeta, mata la lista de espera, que es deliberada: cuando no caben, `confirmado"
E-04,E-calendario,"La tabla del cronograma enseña todas las fechas reales un día antes, y la semilla lo tapa",NINGUNO,ALTO,,ALTA,"El cronograma es la pantalla desde la que se coordina con el SENA y con los coordinadores de sede. Todas sus fechas reales salen corridas un día, y la misma tarjeta se contradice consigo misma. Lo grave es por qué nadie lo ha visto: `prisma/seed/prueba.ts:373` siembra las fechas con `Date.UTC(ANO, 8, 1 + ..., 13)` —a las 13:00 UTC, no a medianoche—, y a las 13:00 UTC el día de Bogotá sí coincide. En demo y en pruebas se ve bien; sólo se rompe con datos tecleados de verdad.","frontend/src/components/admin/cronograma-vista.tsx:64-65, :390-391, :625","Borrar `fecha` y usar `comoDia` en :390, :391 y :625. Es el arreglo de una línea. Lo que hay que arreglar de verdad es la causa: que exista un solo formateador de fecha de calendario en el frontend, importado, no tecleado — es la misma lección que `dia-bogota.ts:11-16` ya dejó escrita para el backend. Y corregir la semilla a medianoche UTC, para que el entorno de prueba deje de tapar esta clase de fallo.",S,CONFIRMADO EN CODIGO,"Las dos citas están corridas. `fecha` está en :62-63, y :64-65 son el comentario y la definición de `paraCampo`. `paraCampo` está en :66, no en :36 — la línea 36 es el `return` de la función `ventanaDe` (:30-37). El resto del hallazgo sí se comprueba línea a línea: `comoDia` en :43-46 con su comenta"
E-05,E-calendario,"estadoDeGrupo compara un instante contra una fecha de calendario: EN_CURSO cinco horas antes, TERMINADO un día antes",NINGUNO,ALTO,,ALTA,"La píldora de estado del cronograma miente en las dos puntas, y `sinFechas`/`estado` es lo que se mira de un vistazo para saber qué grupos hay que atender. Lo mismo que E-04: la semilla escribe a las 13:00 UTC (`prisma/seed/prueba.ts:373`), y con esa hora el estado cambia a las 8:00 de Bogotá del día correcto. En demo se ve bien; con datos reales se equivoca siempre.",backend/src/cronograma/cronograma.service.ts:21-30 y :91,"Comparar días de Bogotá, no instantes: pasar `hoy` por `hoyEnColombia` (calendario-inscripcion.ts:47) y comparar contra `diaDeLaFecha(inicio)` y `diaDeLaFecha(fin)`, con `fin` inclusivo (`h > diaDeLaFecha(fin)`). Es la misma frontera que `ventanaDe` ya cruza bien. Y ponerle spec: `calendario-inscripcion.spec.ts` ya existe y es el molde.",S,CONFIRMADO EN CODIGO,"`diaDeLaFecha` NO está exportada: es `function diaDeLaFecha` privada del módulo (calendario-inscripcion.ts:55-57). La remediación tal como está escrita no compila; hay que exportarla —o, mejor para el dominio, usar `aDiaDeCalendario` de `comun/dia-bogota.ts:106-107`, que es la función que este repos"
E-06,E-calendario,Matricula pasa la gente al aula la tarde anterior a que arranque el grupo,NINGUNO,ALTO,,ALTA,"La tarde anterior al arranque, la cohorte entera desaparece de «Inscripciones» y aparece en «Seguimiento académico». El asesor que iba a rematar inscripciones esa tarde deja de ver a su gente donde la tenía. La `fechaMatricula` sí se graba bien —se toma del grupo, no de hoy (:97)—, así que el reporte al SENA no se ve afectado; el daño es operativo, no contractual.",backend/src/crm/matricula.ts:54 y :71,"Comparar el día de Bogotá y no el instante: filtrar por `fechaInicio <= HOY_BOGOTA` con la regla que `dia-bogota.ts:60-64` ya deja escrita para las fechas de calendario (`columna::date` a secas), o convertir `hoy` con `hoyEnColombia` antes de usarlo. Mismo arreglo conceptual que E-05, y conviene hacerlos juntos para que la regla quede en un solo sitio.",S,CONFIRMADO EN CODIGO,"`HOY_BOGOTA` es un `Prisma.sql` (dia-bogota.ts:48) y `pasarLosQueEmpiezan` filtra con el constructor de consultas de Prisma (`findMany` con `where`, matricula.ts:68-77), donde no se puede intercalar SQL crudo. Solo sirve la segunda alternativa que el propio hallazgo ofrece —convertir `hoy` con `hoyE"
E-07,E-calendario,"El vigía escribe avisos que nadie puede leer: no hay endpoint, ni pantalla, ni canal",NINGUNO,ALTO,,ALTA,"Es el único mecanismo que conecta el cronograma del grupo con una acción comercial: «al grupo 2 en Bogotá le faltan 17 cupos y la inscripción cierra el lunes», que es lo que permite liberar los turnos preferentes que la empresa no usó (vigia-de-cupos.ts:9-12). Hoy esa señal se calcula, se guarda y se pierde. El `log.warn` (:96) es el único sitio donde asoma, y nadie mira los logs. Los cupos se pierden en silencio, que es justo lo que el vigía existe para evitar.",backend/src/crm/vigia-de-cupos.ts:105-159; backend/src/crm/crm.module.ts:57,"Es lo más barato de arreglar y lo que más rinde en este dominio: un `GET admin/cronograma/avisos` que llame a `sinAtender(ambito.convenios)` —ya está escrito y ya filtra por convenio— y un `PATCH .../:id/atendido` sobre `marcarAtendido`. La pantalla puede ser una tabla. El envío por canal es otra conversación (y, según INV-9, va por outbox, no dentro de la transacción).",S,CONFIRMADO EN CODIGO,"La fila de `avisos_de_cupos` sí es letra muerta —eso es correcto y verificado—, pero la SEÑAL no se pierde: existe una cola de trabajo del calendario ya en pantalla. `consultaQueArrancan` lista todos los grupos que arrancan en los próximos 30 días con sus días restantes y sus inscritos (tablero-acad"
F-04,F-reservas,Tres caminos liberan o crean cupo sin promover la lista de espera,INV-4,ALTO,,ALTA,"Cupos libres con gente esperandolos. El caso mas comun es el (1), que es como cancela el equipo a diario: el gestor cancela desde el panel, el cupo vuelve a la oferta, y las empresas en LISTA_ESPERA siguen en espera hasta que alguien cancele por la via publica, que es el unico camino que si promueve. El caso (2) es peor de explicar: se amplia el cupo de un grupo, el sistema muestra sillas libres, y la cola no avanza. Y el caso (3) es el que ya senalo Fase 0 como hallazgo numero uno: ademas de no promover, descuadra el contador entero.",backend/src/reservas/reservas.service.ts:213 y :262 (las dos unicas llamadas) · backend/src/tableros/tableros.service.ts:1159-1187 (libera y no promueve) · backend/src/cronograma/cronograma.service.ts:250-262 (sube el tope y no promueve) · backend/src/plantillas/plantillas.service.ts:400-405 (escribe cupos y no promueve) · backend/src/plantillas/catalogo.ts:134-139 (cuposSolicitados es la unica columna sin soloLectura),"Sacar promoverListaDeEspera de ReservasService a una pieza compartida y llamarla desde los tres sitios, siempre dentro de la misma transaccion que ya tiene la oferta bloqueada. En (1) y (2) el candado ya existe (tableros.service.ts:1155, cronograma.service.ts:242), asi que es una linea en cada uno. En (3) hay que hacer antes el trabajo de fondo que pide el hallazgo 1 de Fase 0: meter el bucle en una transaccion con candado y hacerlo pasar por moverContador. Regla que conviene escribir en un ADR: todo camino que toque cuposOcupados o cuposMaximos termina llamando a promoverListaDeEspera.",M,CONFIRMADO EN CODIGO,"FALSO. La plantilla de reservas tiene CINCO columnas escribibles, no una: cuposSolicitados (catalogo.ts:134-139), contactoNombre (:140), contactoCargo (:141), contactoCorreo (:142) y contactoCelular (:143). Solo nit, organizacion y formacion llevan soloLectura (:131-133), y el filtro que las hace ef"
F-05,F-reservas,La promocion desde lista de espera ocurre en absoluto silencio: a la empresa promovida nadie la avisa,INV-7,ALTO,,ALTA,"La cadena se rompe justo donde importa: la empresa apartada pasa a tener cupo confirmado y no lo sabe. No se presenta, y el cupo se pierde igual que si nunca hubiera salido de la cola, con el agravante de que ahora si cuenta como ocupado y ya no esta disponible para nadie mas. Y la promocion es PARCIAL y REPETIBLE (reservas.service.ts:407, Math.min(libres, reserva.cuposEnEspera)): una empresa puede recibir 2 de los 5 cupos que pidio y quedarse con 3 en espera, un estado que ni siquiera se puede leer desde fuera sin entrar a /consulta. Se pierden sillas en un programa cuyo entregable contractual son las sillas ocupadas.","docs/crm-plan.md:209 (literal, verificado) · backend/src/reservas/reservas.service.ts:384-439 (la promocion entera: ni un envio) · backend/src/reservas/reservas.module.ts:9 (solo FormulariosModule) · backend/src/reservas/reservas.service.ts:1-17 (sin CorreoService, aun siendo @Global) · NO ENCONTRADO: grep -rn ""avisoDeCupos"" backend/src/reservas sin resultados","No mandar el correo desde dentro de la transaccion: seria justo la violacion de INV-9 que este dominio hoy no tiene. Insertar dentro de la transaccion solo la INTENCION -una fila en una tabla de envios pendientes, que es el Outbox que INV-9 pide y que 00-mapa-actual.md:187 confirma que no existe- y renderizar el cuerpo en un worker aparte. crm-plan.md:207 ya trae la decision tomada: idempotencia por MovimientoReserva.id con INSERT ... ON CONFLICT DO NOTHING, precisamente porque revivir una reserva cancelada repite la clave (ver F-06). El aviso tiene que decir las cantidades reales: cuantos se confirmaron y cuantos siguen en espera.",L,CONFIRMADO EN CODIGO,
F-08,F-reservas,La maquina de estados tiene tres valores y no puede expresar lo que el propio codigo produce,INV-10,ALTO,,ALTA,"Todo lo que se cuenta sobre reservas se cuenta mal. consultarPorNit suma cuposConfirmados de las no canceladas (:325-327) y a la empresa le sale un total que no distingue lo servido de lo pendiente. Los tableros agregan por estado con el indice @@index([ofertaId, estado]) (schema.prisma:304) y no pueden separar «confirmada entera» de «confirmada a medias». La empresa que ve CONFIRMADA en pantalla cree que tiene sus 5 cupos cuando tiene 2. Y la ausencia de INSCRITA es el hueco de INV-7: no hay forma de mirar una Reserva y saber si su gente llego a inscribirse; hay que ir a contar Participantes por reservaId (schema.prisma:960).","backend/prisma/schema.prisma:257-261 (los tres estados) · backend/src/reservas/reservas.service.ts:107, :194, :244, :414 (los cuatro sitios que escriben estado) · backend/src/tableros/tableros.service.ts:1170 (el quinto) · backend/src/reservas/reservas.service.ts:414 (marca CONFIRMADA en promocion parcial) · NO ENCONTRADO: grep -rniE ""SOLICITADA|EXPIRADA|NO_ASISTIO"" docs/ CLAUDE.md backend/src no devuelve nada","Antes de tocar el enum, escribir el ADR: la maquina de estados de la reserva no esta documentada en NINGUN sitio del repositorio y por eso hay dos implementaciones distintas de la reversa (F-02 y F-03). Con el ADR en la mano: separar el estado del reparto, que es la confusion de fondo. El estado es del ciclo de vida (SOLICITADA/CONFIRMADA/EXPIRADA/CANCELADA/INSCRITA/NO_ASISTIO); si hay cupos en espera se lee de cuposEnEspera > 0, que ya existe, no de un valor del enum. Anadir los valores con expand->migrate->contract (INV-8): en Postgres un valor nuevo de enum no se puede anadir dentro de una transaccion junto a su uso, y es exactamente el fallo del enum toques_de_origen que menciona 00-mapa-actual.md:39.",L,CONFIRMADO EN CODIGO,"FALSO, y es una severidad inflada sobre un camino que el auditor no abrio. La pantalla publica imprime las dos cantidades bajo la etiqueta: frontend/src/components/consulta-reservas.tsx:172-179 pinta «<N> cupos confirmados» y, si cuposEnEspera > 0, «y <M> en lista de espera». La empresa ve «Confirma"
